movieId,title,genres,
23969,Duck Soup (1933),Comedy|Musical,
24092,Havana Widows (1933),Comedy,
24166,I'm No Angel (1933),Comedy|Musical|Romance,
24188,Island of Lost Souls (1932),Adventure|Horror|Romance|Sci-Fi,
24216,King Kong (1933),Adventure|Fantasy|Horror,
24894,The Black Cat (1934),Horror|Crime|Adventure|Thriller,
25132,Forsaking All Others (1934),Comedy|Drama|Romance,
25290,I've Got Your Number (1934),Comedy|Romance,
25316,It Happened One Night (1934),Comedy|Romance,
25330,Jimmy the Gent (1934),Comedy|Crime|Drama|Romance,
25456,Man of Aran (1934),Documentary,
25461,Mandalay (1934),Drama,
25494,Merry Wives of Reno (1934),Comedy,
25586,Of Human Bondage (1934),Drama|Romance,
25590,The Old Fashioned Way (1934),Comedy,
25803,Smarty (1934),Comedy,
25878,The Thin Man (1934),Comedy|Crime|Mystery,
26029,The 39 Steps (1935),Crime|Mystery|Thriller,
26138,Bride of Frankenstein (1935),Horror|Sci-Fi,
26202,Cheer Up (1936),Musical,
26721,Miss Pacific Fleet (1935),Comedy|Romance,
26752,Mutiny on the Bounty (1935),Adventure|Drama|History,
26912,The Raven (1935),Horror,
27125,Top Hat (1935),Comedy|Musical|Romance,
27133,Traveling Saleslady (1935),Comedy|Romance,
27686,Gold Diggers of 1937 (1936),Comedy|Musical|Romance,
27698,The Great Ziegfeld (1936),Biography|Drama|Musical|Romance,
27800,The Invisible Ray (1936),Horror|Sci-Fi|Thriller,
27977,Modern Times (1936),Comedy|Drama,
28212,Sabotage (1936),Mystery|Thriller,
28358,Things to Come (1936),Sci-Fi,
28950,La grande illusion (1937),Drama|War,
29201,The Man Who Could Work Miracles (1936),Comedy|Fantasy,
29583,Snow White and the Seven Dwarfs (1937),Animation|Family|Fantasy|Musical|Romance,
29725,Varsity Show (1937),Musical,
29843,The Adventures of Robin Hood (1938),Action|Adventure|Romance,
29892,The Bad Man of Brimstone (1937),Western,
30341,The Lady Vanishes (1938),Comedy|Mystery|Thriller,
30413,Mannequin (1937),Drama,
30637,Pygmalion (1938),Comedy|Drama|Romance,
30643,Le quai des brumes (1938),Crime|Drama|Romance|Thriller,
30848,Test Pilot (1938),Drama|Romance,
31022,The Adventures of Sherlock Holmes (1939),Crime|Mystery|Thriller,
31055,The Arsenal Stadium Mystery (1939),Comedy|Crime|Sport|Thriller,
31235,Dodge City (1939),Western,
31252,Drums Along the Mohawk (1939),Drama|Romance|War|Western,
31381,Gone with the Wind (1939),Drama|Romance|War,
31385,Goodbye,,
31448,The Hound of the Baskervilles (1939),Crime|Drama|Horror|Mystery|Thriller,
31580,The Little Princess (1939),Comedy|Drama|Family|Musical,
31602,Made for Each Other (1939),Comedy|Drama|Romance,
31679,Mr. Smith Goes to Washington (1939),Drama,
31742,Of Mice and Men (1939),Drama,
31885,La règle du jeu (1939),Comedy|Drama,
31971,Stagecoach (1939),Adventure|Western,
32138,The Wizard of Oz (1939),Adventure|Family|Fantasy|Musical,
32155,Young Mr. Lincoln (1939),Biography|Drama,
32194,All This,,
32258,Black Friday (1940),Drama|Horror|Sci-Fi|Crime,
32290,Buck Rogers (1939),Adventure|Family|Fantasy|Sci-Fi,
32455,Fantasia (1940),Animation|Family|Fantasy|Music,
32551,The Grapes of Wrath (1940),Drama,
32553,The Great Dictator (1940),Comedy|Drama|War,
32842,Night Train to Munich (1940),Thriller|War,
32910,Pinocchio (1940),Animation|Adventure|Drama|Family|Fantasy|Music,
32946,Primrose Path (1940),Drama,
32976,Rebecca (1940),Drama|Mystery,
33105,Strange Cargo (1940),Drama|Romance,
33149,They Drive by Night (1940),Crime|Drama|Thriller,
33373,Ball of Fire (1941),Comedy|Romance,
33467,Citizen Kane (1941),Drama|Mystery,
33558,Dressed to Kill (1941),Crime|Mystery,
33563,Dumbo (1941),Animation|Family|Musical,
33804,The Lady Eve (1941),Comedy|Romance,
33836,The Little Foxes (1941),Drama|Romance,
33867,Maisie Was a Lady (1941),Comedy|Drama,
33870,The Maltese Falcon (1941),Crime|Drama|Film-Noir|Mystery,
33945,Never Give a Sucker an Even Break (1941),Comedy|Musical,
34167,Sergeant York (1941),Biography|Drama|History|War,
34175,The Shanghai Gesture (1941),Drama|Film-Noir,
34236,The Strawberry Blonde (1941),Comedy|Romance,
34240,Sullivan's Travels (1941),Adventure|Comedy|Drama|Romance,
34248,Suspicion (1941),Drama|Mystery|Thriller,
34386,When Ladies Meet (1941),Comedy|Drama|Romance,
34428,Across the Pacific (1942),Action|Adventure|Drama|Romance|War,
34522,The Black Swan (1942),Action|Adventure|Drama|Family|History,
34583,Casablanca (1942),Drama|Romance|War,
34734,The First of the Few (1942),Biography|Drama|War,
34862,Holiday Inn (1942),Comedy|Drama|Musical|Romance,
35093,Mrs. Miniver (1942),Drama|Romance|War,
35279,Saboteur (1942),Action|Thriller,
35317,Sherlock Holmes and the Secret Weapon (1942),Adventure|Crime|Drama|Mystery|Thriller,
35318,Sherlock Holmes and the Voice of Terror (1942),Crime|Thriller|Mystery,
35423,Kate & Leopold (2001),Comedy|Fantasy|Romance,
35446,To Be or Not to Be (1942),Comedy|War,
35855,The Falcon and the Co-eds (1943),Crime|Mystery|Drama,
35884,Five Graves to Cairo (1943),Thriller|War,
36027,I Walked with a Zombie (1943),Horror,
36098,Lassie Come Home (1943),Adventure|Drama|Family,
36112,The Life and Death of Colonel Blimp (1943),Drama|Romance|War,
36126,Madame Curie (1943),Biography|Drama|Romance,
36154,Meshes of the Afternoon (1943),Short,
36189,Mystery of the 13th Guest (1943),Crime|Mystery,
36217,The North Star (1943),Drama|Musical|Romance|War,
36261,Phantom of the Opera (1943),Drama|Horror|Music|Romance|Thriller,
36342,Shadow of a Doubt (1943),Thriller,
36349,Sherlock Holmes in Washington (1943),Crime|Thriller|Mystery,
36506,Vredens dag (1943),Drama|Romance,
36515,Watch on the Rhine (1943),Drama,
36613,Arsenic and Old Lace (1944),Comedy|Crime|Romance|Thriller,
36775,Double Indemnity (1944),Crime|Drama|Film-Noir|Thriller,
36777,Dragon Seed (1944),Drama|History|War,
36868,The Best Years of Our Lives (1946),Drama|Romance|War,
36940,I'll Be Seeing You (1944),Drama|Family|Romance,
37008,Laura (1944),Drama|Film-Noir|Mystery|Romance,
37017,Lifeboat (1944),Thriller|War,
37101,Murder,,
37318,Strangers in the Night (1944),Crime|Drama|Mystery,
37469,The Woman in the Window (1944),Crime|Drama|Film-Noir|Mystery|Thriller,
37494,Adventure (1945),Drama|Romance|Comedy,
37536,The Bells of St. Mary's (1945),Drama|Family,
37549,The Body Snatcher (1945),Horror|Thriller,
37558,Brief Encounter (1945),Romance|Drama,
37638,Detour (1945),Crime|Drama|Film-Noir|Mystery,
37865,Leave Her to Heaven (1945),Drama|Thriller,
37884,The Lost Weekend (1945),Drama,
38109,Spellbound (1945),Film-Noir|Mystery|Romance|Thriller,
38213,The Valley of Decision (1945),Drama,
38279,13 Rue Madeleine (1947),Action|Adventure|Drama|Thriller|War,
38355,The Big Sleep (1946),Crime|Film-Noir|Mystery|Thriller,
38363,Blithe Spirit (1945),Comedy|Fantasy,
38492,Dragonwyck (1946),Drama|Thriller|Mystery|Romance,
38559,Gilda (1946),Drama|Film-Noir|Romance|Thriller,
38574,Great Expectations (1946),Drama|Romance,
38650,It's a Wonderful Life (1946),Drama|Family|Fantasy,
38733,A Matter of Life and Death (1946),Drama|Fantasy|Romance|War,
38787,Notorious (1946),Drama|Romance|Thriller,
38984,A Stolen Life (1946),Drama,
38991,The Stranger (1946),Crime|Drama|Film-Noir|Mystery|Thriller,
39294,Daisy Kenyon (1947),Drama|Romance,
39416,Gentleman's Agreement (1947),Drama|Romance,
39417,Germania anno zero (1948),Drama,
39428,Golden Earrings (1947),Adventure|Romance,
39631,Monsieur Verdoux (1947),Comedy|Crime|Drama,
39677,Odd Man Out (1947),Crime|Drama|Film-Noir|Romance|Thriller,
39694,The Paradine Case (1947),Crime|Drama|Romance|Thriller,
39761,Repeat Performance (1947),Drama|Film-Noir|Mystery,
39834,Skepp till India land (1947),Drama,
40068,Bud Abbott Lou Costello Meet Frankenstein (1948),Comedy|Horror|Sci-Fi,
40202,Call Northside 777 (1948),Crime|Drama|Film-Noir|History|Mystery,
40242,Command Decision (1948),War|Drama,
40308,Easter Parade (1948),Musical|Romance,
40522,Ladri di biciclette (1948),Crime|Drama,
40559,La macchina ammazzacattivi (1952),Comedy,
40662,Oliver Twist (1948),Adventure|Crime|Drama,
40725,The Red Shoes (1948),Drama|Music|Romance,
40746,Rope (1948),Crime|Drama|Mystery|Thriller,
40806,The Snake Pit (1948),Drama,
40897,The Treasure of the Sierra Madre (1948),Action|Adventure|Drama|Western,
41113,All the King's Men (1949),Drama,
41175,The Big Cat (1949),Action|Adventure|Drama|Romance|Western,
41300,The Doctor and the Girl (1949),Drama|Romance,
41423,El gran calavera (1949),Comedy,
41546,Kind Hearts and Coronets (1949),Comedy|Crime,
41699,Nora inu (1949),Crime|Drama|Film-Noir|Thriller,
41719,Orphée (1950),Fantasy|Drama|Romance,
41841,Sands of Iwo Jima (1949),Action|Drama|War|Romance,
41944,Take Me Out to the Ball Game (1949),Comedy|Musical|Romance|Sport,
41955,That Forsyte Woman (1949),Drama|Romance,
41996,Twelve O'Clock High (1949),Action|Drama|War,
42004,Under Capricorn (1949),Crime|Drama|Romance,
42041,White Heat (1949),Crime|Drama|Thriller,
42192,All About Eve (1950),Drama,
42208,The Asphalt Jungle (1950),Crime|Film-Noir|Drama,
42332,Cinderella (1950),Animation|Family|Fantasy|Musical|Romance,
42530,Deadly Is the Female (1950),Crime|Drama|Film-Noir|Romance|Thriller,
42546,Harvey (1950),Comedy|Drama,
42634,Key to the City (1950),Comedy|Romance,
42788,Night and the City (1950),Crime|Film-Noir|Sport|Thriller,
42792,No Way Out (1950),Drama|Film-Noir,
42876,Rashômon (1950),Crime|Drama,
42994,Stage Fright (1950),Crime|Drama|Thriller,
43014,Sunset Blvd. (1950),Drama|Film-Noir,
43132,Where the Sidewalk Ends (1950),Crime|Film-Noir|Drama,
43265,The African Queen (1951),Adventure|Romance|War,
43274,Alice in Wonderland (1951),Animation|Adventure|Family|Fantasy|Musical,
43338,Ace in the Hole (1951),Drama|Film-Noir,
43456,The Day the Earth Stood Still (1951),Drama|Horror|Sci-Fi|Thriller,
43511,Europa '51 (1952),Drama,
43728,The Law and the Lady (1951),Comedy,
43859,No Highway (1951),Drama|Thriller,
43924,A Place in the Sun (1951),Drama|Romance,
43949,Quo Vadis (1951),Drama|Romance,
44079,Strangers on a Train (1951),Crime|Film-Noir|Mystery|Romance|Thriller,
44081,A Streetcar Named Desire (1951),Drama,
44515,Cosh Boy (1953),Crime|Drama,
44672,The Greatest Show on Earth (1952),Drama|Family|Romance,
44706,High Noon (1952),Drama|Western,
44741,Ikiru (1952),Drama,
44789,Kansas City Confidential (1952),Crime|Drama|Film-Noir|Mystery,
44926,Moulin Rouge (1952),Biography|Drama|Music|Romance,
45061,The Quiet Man (1952),Comedy|Drama|Romance,
45152,Singin' in the Rain (1952),Comedy|Musical|Romance,
45186,The Star (1952),Drama,
45190,The Steel Trap (1952),Drama|Crime,
45274,Umberto D. (1952),Drama,
45361,El (1953),Drama,
45464,The 5,,
45537,The Band Wagon (1953),Comedy|Musical|Romance,
45555,The Big Heat (1953),Crime|Drama|Film-Noir|Thriller,
45709,Duck Dodgers in the 24½th Century (1953),Family|Sci-Fi|Animation|Comedy|Short,
45758,Fear and Desire (1953),War|Drama,
45810,Gentlemen Prefer Blondes (1953),Comedy|Drama|Musical|Romance,
45826,Glen or Glenda (1953),Drama,
45888,House of Wax (1953),Horror,
45891,How to Marry a Millionaire (1953),Comedy|Drama|Romance,
45907,La ilusión viaja en tranvía (1954),Comedy|Adventure|Drama,
46040,Man on a Tightrope (1953),Drama,
46126,Niagara (1953),Film-Noir|Thriller,
46183,Peter Pan (1953),Animation|Adventure|Family|Fantasy|Music,
46250,Roman Holiday (1953),Comedy|Drama|Romance,
46268,Le salaire de la peur (1953),Adventure|Drama|Thriller,
46359,Stalag 17 (1953),Comedy|Drama|Thriller|War,
46414,Beat the Devil (1953),Action|Adventure|Comedy|Crime|Drama|Romance,
46435,Titanic (1953),Drama|History|Romance,
46438,Tôkyô monogatari (1953),Drama,
46521,I vitelloni (1953),Comedy|Drama,
46688,Ah! Les belles bacchantes (1954),Comedy,
46766,The Belles of St. Trinian's (1954),Comedy,
46816,The Caine Mutiny (1954),Drama|Romance|War,
46889,The Dam Busters (1955),Drama|History|War,
46911,Les diaboliques (1955),Horror|Mystery|Thriller,
46912,Dial M for Murder (1954),Crime|Mystery|Thriller,
46969,The Fast and the Furious (1955),Crime|Drama|Mystery|Thriller,
47034,Gojira (1954),Drama|Horror|Sci-Fi|Thriller,
47203,Magnificent Obsession (1954),Drama|Romance,
47296,On the Waterfront (1954),Crime|Drama,
47396,Rear Window (1954),Mystery|Thriller,
47437,Sabrina (1954),Comedy|Drama|Romance,
47478,Shichinin no samurai (1954),Action|Adventure|Drama,
47528,La strada (1954),Drama,
47669,West of Zanzibar (1954),Adventure,
47677,The Wild One (1953),Drama,
47811,All That Heaven Allows (1955),Drama|Romance,
47892,Bob le flambeur (1956),Crime,
48028,East of Eden (1955),Drama|Romance,
48140,Guys and Dolls (1955),Comedy|Musical|Romance,
48233,Jubal (1956),Western,
48254,Killer's Kiss (1955),Crime|Drama|Film-Noir|Thriller,
48280,Lady and the Tramp (1955),Animation|Adventure|Comedy|Romance,
48363,Les maîtres fous (1955),Documentary|Short,
48393,Mr. Arkadin (1955),Thriller|Crime|Mystery|Drama,
48394,Muerte de un ciclista (1955),Drama,
48424,The Night of the Hunter (1955),Drama|Film-Noir|Thriller,
48434,Nuit et brouillard (1955),Documentary|Short|History|War,
48445,Oklahoma! (1955),Musical|Romance|Western,
48452,Ordet (1955),Drama,
48473,Pather Panchali (1955),Drama,
48543,Razzia sur la Chnouf (1955),Crime|Drama|Thriller,
48545,Rebel Without a Cause (1955),Drama|Romance,
48605,The Seven Year Itch (1955),Comedy|Romance,
48696,Tarantula (1955),Horror|Sci-Fi,
48728,To Catch a Thief (1955),Crime|Mystery|Romance|Thriller,
48956,Aparajito (1956),Drama,
48980,Le ballon rouge (1956),Family|Fantasy|Short,
49038,Bus Stop (1956),Comedy|Drama|Romance,
49055,Carousel (1956),Drama|Musical,
49170,The Eddy Duchin Story (1956),Biography|Drama|Music|Romance,
49207,Il ferroviere (1956),Drama,
49223,Forbidden Planet (1956),Action|Adventure|Sci-Fi,
49261,Giant (1956),Drama|Romance|Western,
49301,Helen of Troy (1956),Adventure|Action|Drama|Romance|War,
49314,High Society (1956),Comedy|Musical|Romance,
49406,The Killing (1956),Crime|Film-Noir|Thriller,
49615,The Phantom from 10,,
49730,The Searchers (1956),Western,
49833,The Ten Commandments (1956),Adventure|Drama|History,
49902,Un condamné à mort s'est échappé ou Le vent souffle où il veut (1956),Drama|Thriller|War,
49922,The Violent Years (1956),Crime|Thriller,
50083,12 Angry Men (1957),Drama,
50086,3:10 to Yuma (1957),Drama|Thriller|Western,
50105,An Affair to Remember (1957),Drama|Romance,
50111,Ali Baba Bunny (1957),Family|Animation|Short|Comedy,
50212,The Bridge on the River Kwai (1957),Adventure|Drama|History|War,
50237,Celui qui doit mourir (1957),Drama,
50371,A Face in the Crowd (1957),Drama,
50397,Fire Down Below (1957),Adventure|Drama,
50398,Fjols til fjells (1957),Comedy,
50419,Funny Face (1957),Romance|Comedy|Musical,
50825,Paths of Glory (1957),Drama|War,
50839,Peyton Place (1957),Drama|Romance,
50976,Det sjunde inseglet (1957),Drama|Fantasy,
50986,Smultronstället (1957),Drama,
51016,The Story of Mankind (1957),Drama|Fantasy|Sci-Fi,
51201,Witness for the Prosecution (1957),Drama|Mystery,
51207,The Wrong Man (1956),Crime|Drama,
51337,The 7th Voyage of Sinbad (1958),Family|Fantasy|Action|Adventure,
51411,The Big Country (1958),Drama|Romance|Western,
51423,Blue Murder at St. Trinian's (1957),Comedy,
51453,Carry on Sergeant (1958),Comedy|War,
51454,Carve Her Name with Pride (1958),Biography|Drama|War,
51459,Cat on a Hot Tin Roof (1958),Drama,
51534,Desire Under the Elms (1958),Drama|Romance,
51622,The Fly (1958),Horror|Sci-Fi,
51658,Gigi (1958),Comedy|Musical|Romance,
51701,Hare-Way to the Stars (1958),Family|Animation|Short|Comedy|Sci-Fi,
51744,House on Haunted Hill (1959),Drama|Horror|Thriller,
51792,Jalsaghar (1958),Drama|Music,
51994,A Night to Remember (1958),Action|Drama|History,
52077,Plan 9 from Outer Space (1959),Horror|Sci-Fi,
52293,Thunder Road (1958),Crime|Drama|Thriller,
52311,Touch of Evil (1958),Crime|Film-Noir|Thriller,
52357,Vertigo (1958),Mystery|Romance|Thriller,
52365,The Vikings (1958),Action|Adventure|Drama|History|Romance|War,
52561,Anatomy of a Murder (1959),Crime|Drama|Mystery,
52572,Apur Sansar (1959),Drama,
52618,Ben-Hur (1959),Action|Adventure|Drama|History|Romance,
52637,The Bloody Brood (1959),Crime|Drama,
52700,Compulsion (1959),Biography|Crime|Drama|History|Thriller,
52738,The Diary of Anne Frank (1959),Biography|Drama|History|War,
52854,Goha (1958),,
52893,Hiroshima,,
52905,The Hound of the Baskervilles (1959),Mystery,
52948,Journey to the Center of the Earth (1959),Adventure|Family|Fantasy|Romance|Sci-Fi,
53084,The Mouse That Roared (1959),Comedy|War,
53125,North by Northwest (1959),Action|Adventure|Crime|Thriller,
53126,North West Frontier (1959),Adventure|Drama,
53172,Pillow Talk (1959),Comedy|Romance,
53198,Les quatre cents coups (1959),Crime|Drama,
53221,Rio Bravo (1959),Drama|Western,
53285,Sleeping Beauty (1959),Animation|Family|Fantasy|Musical|Romance,
53291,Some Like It Hot (1959),Comedy,
53459,Les yeux sans visage (1960),Horror,
53472,À bout de souffle (1960),Crime|Drama,
53604,The Apartment (1960),Comedy|Drama|Romance,
53619,L'avventura (1960),Drama|Mystery,
53779,La dolce vita (1960),Comedy|Drama,
53793,Elmer Gantry (1960),Drama,
53946,Inherit the Wind (1960),Drama|History,
54021,Let No Man Write My Epitaph (1960),Drama,
54033,The Little Shop of Horrors (1960),Comedy|Fantasy,
54047,The Magnificent Seven (1960),Action|Adventure|Drama|Thriller|Western,
54067,La maschera del demonio (1960),Horror,
54130,La notte (1961),Drama,
54135,Ocean's Eleven (1960),Comedy|Crime|Music,
54167,Peeping Tom (1960),Horror|Thriller,
54195,Pollyanna (1960),Drama|Family,
54198,Pote tin Kyriaki (1960),Comedy|Drama|Romance,
54215,Psycho (1960),Horror|Mystery|Thriller,
54310,Sink the Bismarck! (1960),Action|Drama|History|War,
54331,Spartacus (1960),Action|Adventure|Biography|Drama|History,
54333,Ein Toter hing im Netz (1960),Horror|Sci-Fi,
54357,Swiss Family Robinson (1960),Adventure|Family,
54387,The Time Machine (1960),Adventure|Fantasy|Romance|Sci-Fi|Thriller,
54389,Tirez sur le pianiste (1960),Crime|Drama|Thriller,
54407,Le trou (1960),Crime|Drama|Thriller,
54599,Accattone (1961),Drama,
54632,L'année dernière à Marienbad (1961),Drama|Mystery|Romance,
54652,Bachelor in Paradise (1961),Comedy|Romance,
54698,Breakfast at Tiffany's (1961),Comedy|Drama|Romance,
54743,The Children's Hour (1961),Drama,
54885,Flower Drum Song (1961),Comedy|Musical|Romance,
54949,La guerre des boutons (1962),Comedy,
54988,Homicidal (1961),Horror|Mystery|Thriller,
54997,The Hustler (1961),Drama|Sport,
55019,The Intruder (1962),Drama,
55031,Judgment at Nuremberg (1961),Drama|History|War,
55047,King of Kings (1961),Biography|Drama|History,
55205,Murder She Said (1961),Comedy|Crime|Drama|Mystery,
55254,One Hundred and One Dalmatians (1961),Animation|Adventure|Comedy|Family,
55277,The Parent Trap (1961),Family|Comedy|Romance,
55471,Splendor in the Grass (1961),Drama|Romance,
55601,Viridiana (1961),Drama,
55614,West Side Story (1961),Crime|Drama|Musical|Romance,
55630,Yôjinbô (1961),Action|Adventure,
55728,Advise & Consent (1962),Drama,
55798,Birdman of Alcatraz (1962),Biography|Drama,
55804,El vampiro sangriento (1962),Horror,
55830,Carnival of Souls (1962),Horror|Thriller,
55852,Cléo de 5 à 7 (1962),Comedy|Drama|Music,
55902,The Devil's Hand (1962),Horror,
55928,Dr. No (1962),Action|Adventure|Crime|Thriller,
56058,Seppuku (1962),Drama,
56134,Kanchenjungha (1962),Drama,
56142,Kingu Kongu tai Gojira (1962),Action|Adventure|Comedy|Horror|Sci-Fi,
56172,Lawrence of Arabia (1962),Adventure|Biography|Drama|History|War,
56183,Light in the Piazza (1962),Drama|Romance,
56193,Lolita (1962),Drama|Romance,
56197,The Longest Day (1962),Action|Drama|History|War,
56215,Mamma Roma (1962),Drama,
56217,The Man Who Shot Liberty Valance (1962),Drama|Romance|Western,
56218,The Manchurian Candidate (1962),Drama|Mystery|Romance|Thriller|War,
56255,Mr. Hobbs Takes a Vacation (1962),Comedy|Family,
56262,The Music Man (1962),Musical|Comedy|Family|Romance,
56300,La rivière du hibou (1962),Short|Adventure|Drama|Fantasy|Thriller|War,
56307,On the Beat (1962),Comedy,
56352,Planeta Bur (1962),Sci-Fi,
56575,That Touch of Mink (1962),Comedy|Romance,
56576,The Damned (1963),Drama|Fantasy|Horror|Romance|Sci-Fi,
56585,Tickle Me (1965),Comedy|Musical|Romance|Western,
56592,To Kill a Mockingbird (1962),Crime|Drama|Mystery,
56663,Vivre sa vie: Film en douze tableaux (1962),Drama,
56687,What Ever Happened to Baby Jane? (1962),Drama|Thriller,
56732,El ángel exterminador (1962),Comedy|Drama|Fantasy|Mystery,
56801,8½ (1963),Drama|Fantasy,
56869,The Birds (1963),Horror|Thriller,
56923,Charade (1963),Comedy|Mystery|Romance|Thriller,
56983,Dementia 13 (1963),Horror|Thriller,
56993,Diary of a Madman (1963),Horror,
57012,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War,
57058,Le feu follet (1963),Drama,
57076,From Russia with Love (1963),Action|Adventure|Crime|Thriller,
57083,Fun in Acapulco (1963),Comedy|Music,
57091,Il gattopardo (1963),Drama|History,
57115,The Great Escape (1963),Adventure|Drama|History|Thriller|War,
57171,Ieri,,
57197,Jason and the Argonauts (1963),Adventure|Family|Fantasy,
57273,The Madmen of Mandoras (1963),Sci-Fi|Thriller,
57334,Murder at the Gallop (1963),Comedy|Crime|Drama|Mystery|Thriller,
57345,Le mépris (1963),Drama,
57422,Pouic-Pouic (1963),Comedy,
57427,Le procès (1962),Crime|Drama|Fantasy|Mystery|Thriller,
57480,Scum of the Earth (1963),Drama|Thriller,
57546,The Sword in the Stone (1963),Animation|Adventure|Comedy|Family|Fantasy,
57565,Tengoku to jigoku (1963),Crime|Drama|Mystery|Thriller,
57590,Tom Jones (1963),Adventure|Comedy|Romance,
57598,Toys in the Attic (1963),Drama,
57603,I tre volti della paura (1963),Horror,
57831,Alexis Zorbas (1964),Adventure|Drama,
57918,Carry on Cleo (1964),Comedy,
57977,Crónica de un niño solo (1965),Drama,
58022,Dobro pozhalovat,,
58083,Fail-Safe (1964),Adventure|Drama|Thriller|War,
58138,Gertrud (1964),Drama,
58150,Goldfinger (1964),Action|Adventure|Crime|Thriller,
58182,A Hard Day's Night (1964),Comedy|Musical,
58230,The Incredible Mr. Limpet (1964),Animation|Comedy|Family|War|Fantasy,
58331,Mary Poppins (1964),Comedy|Family|Fantasy|Musical,
58335,Matrimonio all'italiana (1964),Comedy|Drama|Romance,
58374,Morozko (1965),Comedy|Family|Fantasy|Romance,
58383,Murder Most Foul (1964),Comedy|Crime|Drama|Mystery|Thriller,
58385,My Fair Lady (1964),Drama|Family|Musical|Romance,
58390,The Naked Kiss (1964),Crime|Drama,
58425,Of Human Bondage (1964),Drama,
58450,Les parapluies de Cherbourg (1964),Drama|Musical|Romance,
58453,Paris - When It Sizzles (1964),Comedy|Romance,
58461,Per un pugno di dollari (1964),Western,
58564,Sedotta e abbandonata (1964),Comedy|Drama,
58567,Sei donne per l'assassino (1964),Horror|Mystery|Thriller,
58576,Seven Days in May (1964),Drama|Romance|Thriller,
58586,A Shot in the Dark (1964),Comedy|Mystery,
58700,The Last Man on Earth (1964),Action|Drama|Horror|Sci-Fi|Thriller,
58715,Il vangelo secondo Matteo (1964),Biography|Drama|History,
58777,Zulu (1964),Action|Drama|History|War,
58863,La 317ème section (1965),War,
58946,La battaglia di Algeri (1966),Crime|Drama|History|War,
58983,Il boia scarlatto (1965),Horror,
59112,Do Not Disturb (1965),Comedy,
59245,The Greatest Story Ever Told (1965),Biography|Drama|History,
59274,The Hill (1965),Drama|War,
59282,Hot Enough for June (1964),Comedy,
59314,Inside Daisy Clover (1965),Drama|Music|Romance,
59319,The Ipcress File (1965),Drama|Thriller,
59550,Operatsiya Y i drugiye priklyucheniya Shurika (1965),Comedy|Crime|Romance,
59573,A Patch of Blue (1965),Drama|Romance,
59578,Per qualche dollaro in più (1965),Western,
59592,Pierrot le fou (1965),Comedy|Crime|Drama|Musical|Romance,
